"uuid","final_delta"
"314be29e-567f-40aa-97a7-80a7436c51bd","1"
"f045d509-dc62-4622-a62c-7933f94e244d","1"
"5ad1d8e7-0973-46a8-b811-f08f9796baba","2"
"d8a06648-2d8c-485f-88bd-3cfdd78dcaf4","1"
"5dc976e4-dc44-4544-83b7-096653cd2b72","1"
"060ee117-5b6b-4850-8183-959f23323d01","1"
"0cf7bced-503b-4f06-9486-350fd6eb0925","1"
"9c009849-9b79-4331-8e0f-8c8d83b18da9","1"
"828097fe-e97a-463d-afdb-45f6834b027e","2"
"6ae20008-5579-4a87-9a30-64bf338b8409","1"
"2030a732-ce70-4cc0-82ce-04798d6f5b21","2"
"c9353cb1-3e58-4291-af0d-e1e82fd44e53","2"
"0288233b-defd-4c40-97d1-bb69620cbfd7","1"
"12a56109-2c26-47d0-87b2-9433762fb441","1"
"a34a9ff0-e41b-44c0-a2d6-4475e98bde5f","2"
"22c05789-d0c4-47f9-a1ef-7b96640094eb","1"
"a698a203-9f7b-4df5-bd32-40cf1238d600","2"
"fdcc99a3-f3d4-4c4e-a9a9-c746c175e4dd","1"
"04a6b735-3d30-49c1-ba31-050e3cc9d432","2"
"22a34d4a-0f80-4f61-bc68-5b340b6a48ca","1"
"685a9771-186a-4839-87ea-cbfb6a2edff5","2"
"f4f8ccbd-5f30-4192-818b-3bc061310715","2"
"bf7c0532-7870-43a5-8b80-db178cb9f280","2"
"5b6f8ccd-af37-4e81-af36-f64c794a1e0f","2"
"6366003c-838c-44f5-8276-00021dfed4b6","1"
"a149cb3a-ef5f-4540-b261-9f4ec3a65a7e","1"
"3fbf0956-aa4f-4390-b42c-85c8f10f78ae","2"
"32c1317e-f29e-4826-b8db-c9150ac0af63","2"
"dd9c2d72-f17e-4173-9c43-c2393554bf57","2"
"a9f27443-27ff-42e7-aff2-9ed096e594a4","1"
"42e87bb6-df8b-4605-bd14-929ef5e878e9","1"
"3e6a437e-21bb-4370-96dd-5700dce42249","1"
"0cf16be3-316c-4456-8f85-7e6720c6b052","1"
"02d90d71-7054-41b6-9b80-48367b85069b","1"
"78ff9a86-1dfc-48dd-a106-9b1538689d18","2"
"7713ed0f-17fb-4042-9b75-fa6e834892a0","0"
"21fb9702-163a-4eda-85a6-e5ecc03442b7","1"
"0b72604a-2187-460e-9b5d-db45f461ec2f","2"
"7c42682b-1d7c-474c-88b8-b2d8b8346a39","3"
"87bd7bf8-cf95-4da5-a1e2-bbf2aace8115","2"
"2371bb7e-19ee-4713-b27c-ba996983b5df","1"
"53a48f9b-aab3-4cea-977d-b4a3f7795732","2"
"82a407f9-e68a-44c0-921e-96e4e5c1c052","2"
"a5da01c7-1fa9-450a-8f7d-c8069d730df2","2"
"3b94a4c8-3f1a-47f9-bc37-a8f21dd05da5","1"
"f58fdcbc-f9e5-4936-b12a-a5ea11011b47","3"
"c34c03a3-8d08-4256-9e09-18640e3181d2","1"
"41016b70-fd7f-4907-bfbc-13e78a77dcba","1"
"8f1ca5cb-fcc5-4476-841f-b9bfcd082877","2"
"ddf1909d-10b4-4254-bb66-dedcd1a9c9bb","1"
"87764896-15b7-43b5-b2f4-fb35385a1368","2"
"a27a92a2-a7b7-43ee-83c9-b754618b1452","1"
"d02e3e1d-8e68-42b1-ac34-87e396c36501","0"
"fbfb3c99-462b-481b-8797-bb4230be3eb8","2"
"6882f0f0-b209-49f5-8028-66e8b3a8404f","2"
"7a7d0d3e-7d7a-42ac-91d0-0db8e4a4aa38","1"
"5b9d62e1-94e5-4087-af89-b69f663b987f","1"
"8900bace-3ccd-4b6b-ac23-51d640aaa057","2"
"7785cdf8-0bde-42d3-9534-9d45ab212b7c","2"
"0180f083-71d8-4528-9b98-09f9ffc91c2f","1"
"1c809953-3b55-4dc2-891f-c14c560f2d07","1"
"67e0f047-9fda-49c9-8a81-5376ae0e4d2f","2"
"0de36c42-917d-403a-96bb-e7037c5ed5c3","1"
"642fe9b3-e122-4c4e-8e2e-c6ffe4af295a","1"
"b78370f0-5ce4-458a-b3f2-d129483575d6","1"
"39da6636-5cc0-4215-996e-de15ebdf6564","1"
"b8bb5942-0955-452e-b067-d3d8e42c645a","2"
"9a2e82a8-bbfc-4670-a000-689071a4114b","1"
"99eaab38-df60-4559-a3b1-f0d5c1171a90","1"
"4c8c6ddb-13bb-4655-8af2-51071f140599","1"
"1caeb577-badb-42ff-aa2d-bbebfdf2abf6","1"
"d6857c4e-ec68-4fcd-ab97-74f56bf838b3","3"
"69a1014e-8060-4f90-afcd-face2c0a2c9e","2"
"ee62650e-db64-438e-b7f1-b0e647f1a855","2"
"6a3eae20-7ab3-407a-9fde-4133c9f562ec","1"
"a313aace-4be0-40db-9b86-34d4ca0c5c55","2"
"13a0dc71-3b23-4463-8fd9-c7ddcaca9f0f","1"
"e4967476-74fe-46d3-a130-e5737a6d44b7","2"
"016f6b80-3631-4e3e-92ba-79c9acbeb7ad","1"
"c013d5b1-ced4-426b-8f97-924a5e77d008","2"
"86499c3a-ddaf-4161-9c60-ea9757177dc6","1"
"e08161a0-034b-4ab8-afca-0381e91aeb8c","2"
"169a9321-b557-43f5-a5c0-e920a0d6ccdc","1"
"6c0db12a-be15-41c5-b52b-68a01b562bf5","1"
"e4cd1a0c-2d3f-4349-b27d-354ab438890e","1"
"3c3d87d2-d07c-4bdc-baee-644d5730aa43","2"
"1d2ffbc2-35de-4c41-83a2-6402a4de87f5","1"
"17bae79c-8757-4ef2-b79f-c133ebc6b7c1","1"
"320012b0-998f-4adf-a7fb-00c493cb77a7","1"
"ff814022-76e8-4899-8d0d-b1eac243060f","2"
"167063e7-d314-474f-9f4d-0ceb6db45697","2"
"02f23cfd-95d8-4b05-8cbc-a5a055221cad","2"
"82b263e9-70bf-4ae8-bfdc-3a25323d33a1","1"
"014a89c2-6655-4270-a660-dde4d77a8c41","2"
"4c08669c-998d-4ffe-a574-8e07bb72e33a","2"
"77d80a18-7952-4bd9-b35e-124893348c70","2"
"3c93ddd6-dbe0-4e78-8d1f-f5ee3736d02d","1"
"51cec576-7c5a-49fd-81b9-a648e3bcf4b8","0"
"72dc5df7-048d-4f29-b698-474baff6b319","2"
"e3ab3943-a268-406e-8fdf-19c1b7e07f0a","1"
"d1ea8cd1-97ad-4a01-9c9b-b0aa994fd7a1","1"
"ed45f9e1-9a01-4596-b281-a3a932235efa","1"
"1d2d8b00-d544-47b6-9212-5ac3d69827ae","2"
"ec1f063d-d685-4f43-aaa0-a3861f9f9abd","1"
"6b87f0ad-53f1-4e43-b704-e8b25ce638d1","1"
"0a621e59-08fc-4efc-a3c6-834138436bf3","1"
"8dd0a01a-aa3c-4754-9f39-caef22ada09b","1"
"5ed4301a-72f5-4d06-a408-87a5c6b9b92a","2"
"a293e864-af6d-4d98-a961-a13794b67563","1"
"4c179f32-5fba-492b-bc2b-42f4e0eb7df8","1"
"edd747b4-7d22-41f0-a3ac-9e1d81acb333","1"
"3c21221e-3eb2-46f8-a1c9-96eb32c1617a","1"
"027083a7-37d7-44a7-bec4-5a6b60bcfe6d","1"
"655d683f-4b74-4247-a86a-3815e9fc06b9","1"
"f68da94d-1841-482c-b1e3-14c9ebb337ce","2"
"05b60ec5-cde3-40e0-b980-0c57add31beb","2"
"791611df-a8d7-4943-aa0d-3ace0ce0c67f","1"
"68daea69-0d6b-411b-9197-d3763a4080a1","2"
"8ca1c616-c9a7-4de3-b983-0778656b4f80","2"
"10f54560-770c-45ec-aab8-5ce3706e3edf","1"
"7af5afc8-9c95-4b8f-ba2d-1a7d08445072","2"
"cc04971a-56cc-486b-a643-5d076eda71ac","3"
"259d3ddd-b9d1-4d81-b049-e75d34fc0775","1"
"8a75fc59-a110-4996-88c4-5ee6076024c5","1"
"5c478f67-0545-4fe2-9043-dba73e5cafc0","2"
"7852ab19-b1ef-4c52-b49d-2ea3c7ed97c7","3"
"c5845119-da2b-4675-94b5-4c1f79250df4","2"
"8a5a523d-6199-482c-9787-5fe271f39853","2"
"47e775a7-78f1-43cb-84ce-09a961293d26","2"
"2d92d5fd-4484-473c-9bfb-e23ddfc6a719","1"
"ef71e730-138c-4058-9fff-d2c54f870cd9","2"
"3d04f4b5-46e9-401f-97d5-70ff171b8870","1"
"6f05ca1a-6f16-4d6f-9e4b-9bc94645390d","2"
"a877ef22-b236-4dcb-a23f-65d45a081ef8","0"
"21b2a862-ece9-4ab2-90fe-7394962bc9c5","2"
"eb41af2a-5363-475b-9bea-13133bdb4b7a","2"
"73d2668f-1ac6-412d-be38-4a5d98b6055b","1"
"d7194729-11c5-488b-acbd-35bbe79ccecb","0"
"78fafd65-256e-44ea-9cc7-833f959029f9","2"
"8cdd2a3e-7a71-4bc1-a591-98468c8c72a8","1"
"9cb33c03-b39a-427e-99c9-d27c5f163fbb","2"
"5a95dcce-393a-4dea-9c09-7ea544a20d61","2"
"cb58390a-e2ed-4f11-a3a7-c9977bf95fee","1"
"f93ac290-1121-4200-a980-56c8db6874ff","1"
"46594991-de0e-466c-af3b-da9ae0f158fc","2"
"fe311d5c-4b4c-4d17-8e83-bce5ab7d8388","2"
"4d03a04b-a201-4166-9b83-4f87cac78f4a","2"
"8177241b-0722-4057-ad7b-e4e3f1009fae","2"
"dfad6c51-44f8-4e08-902d-e3a7312e422b","2"
"b3a612e6-7866-458e-9e8a-12af9b581606","2"
"e492a60f-0967-4f26-a3ab-9f70b46cc75b","1"
"41b87282-1e34-49d7-a865-9073b10345d8","1"
"53c3d9f7-4709-48b7-b016-334cfca7af9f","1"
"e727caca-e963-4cde-b7eb-882d169d0784","0"
"62e0bc7d-ad9a-4b0d-bc1c-851f449d4479","1"
"d8353c2b-2a3b-400a-b96d-189ddb02cc01","1"
"4f930149-2479-43ca-b4b4-831b292516ab","1"
"a473c557-1a1a-4e40-943f-dca19071368d","0"
"1dd29868-ad07-44f3-8221-82f7e4bb2d6a","1"
"5ba244c0-6290-4b4f-b468-faec29cdaa89","2"
"a4bae0cb-0c5f-4f8f-baeb-b1227bef7021","2"
"261b96cc-3cd9-4191-93fb-c202f13b8826","2"
"db93004f-22cd-4b3f-bd3a-6d748cf02935","2"
"5d1b6208-6c05-4265-9d8b-697558d3032a","1"
"d4918e91-79f0-43f4-b00d-ff2342fceeaf","1"
"82a45b2b-c61a-47c2-8dfc-f8b263cb05a5","1"
"36021bf2-33c5-4982-9bb4-caee8b9092d0","1"
"3913610b-11fc-4387-9ae6-161416b938c1","1"
"f5f8a7e8-224e-4b13-a71f-3fe4d512ae8a","2"
"7c8ba652-39ab-4294-8886-07f4e32e32e9","2"
"b8a8c15b-d877-453b-834b-a5c1ee6b1828","1"
"5fb845ad-eb9e-45bf-94a9-919b79e3d234","1"
"55e9ee6b-9d9d-4dfb-aa40-7bc5d620af4d","2"
"37efc124-53ca-44e2-8748-9b3ae1c328b6","2"
"b6279101-0a47-4971-a665-5533f3e12db8","1"
"be8aabf4-a6ff-4c8a-8044-7c9a4c46e029","2"
"400f5c1b-77cc-46c9-9650-b2bfc5933657","2"
"f4516415-56e4-4ba2-9639-8efe19411dc6","1"
"1793967b-ac9b-4352-8fd8-f313fa2c87bc","1"
"9ff77076-3ef6-486b-bdf3-2ac42af37092","1"
"91136ec3-4b8c-4f1c-9eee-507b2fee659c","2"
"9271c964-c155-4dce-925d-5cb7075c2d9a","0"
"c8a37449-5f35-4c2b-9202-c74fa4cceb18","1"
"6b063247-20a1-4fed-9820-990640d962aa","0"
"be034c86-baf5-4ca1-8024-5f8f021e46d8","1"
"313611ae-ba0e-4e99-8bd7-ab42be1530ae","2"
"9bcdc345-d72a-4253-a780-7ced6609dfbc","1"
"1c3257d0-5e75-4028-9c8e-b217681f264b","1"
"93ca7ab6-90f6-470f-a1a8-a25d9018cca6","2"
"bc2e179a-0291-496d-a8e9-86044b855d6a","2"
"667f4f03-89f0-4332-b7fb-9f2f63eaca9a","2"
"6465db26-d5b2-405c-bf50-309c935a8576","1"
"a07d9634-ec24-4c2f-9875-55ca4acade1e","2"
"39b29c36-316f-4954-a4b6-a2888651096a","1"
"d84932bf-e02e-4fbc-8ca2-8dc27a6c8a2c","2"
"f1a66ef4-5aab-4366-bb30-81c700c3753a","2"
"82af9fc9-74af-449d-bee7-17bd317b1b95","2"
"8c3afc55-2b5d-4126-8961-c859056914c9","2"
"88d967b7-b74f-4e94-862a-877d1a374aea","2"
"1e0cc04f-5c17-4fad-84b1-3adb78c0c1c6","2"
"91bcf924-b0f9-4f8b-8472-cb6f528014cb","2"
"301cbca3-fe5b-4887-92a0-d741b8d09c9a","1"
"4f670061-dd3f-44e8-80e8-27c1a11d5e65","2"
"c90530fd-9731-4a27-b1c1-c1ca04adf013","1"
"cb93da9c-087c-48ea-ba22-558bac54f33d","0"
"23dfe993-ba42-42c2-a31a-8145cc5b5e63","1"
"1e4e9ce8-9250-40b6-b277-91b51689254b","0"
"7c12aaa5-5367-408f-8379-2a040c0ae877","1"
"95d1638f-ef2d-4ad7-90c8-f674b290c83f","2"
"c3a355bb-baac-4c6d-a4fd-e41ba9f428aa","1"
"5bfa4117-b12d-46d2-921f-bf4f867b844e","2"
"ce555cba-df46-4824-83e7-9edcb7abb4d6","1"
"12d86f1a-eb13-41a2-b584-919eacee3b22","1"
"43b72e22-a701-476b-989a-bde0df7e5d70","1"
"f28f1a49-ca71-4f61-987a-53fc19f22abf","1"
"712b7388-c677-4194-8ded-71dae384773e","1"
"26c4d7b2-9606-412e-962f-e100abb827f0","2"
"ebf04b82-bf72-40a2-8235-b21f0b8a8b6a","2"
"89597d46-e926-4f87-9f2d-cae0b00435eb","2"
"8637d8c4-4f28-41b3-aaa5-c64c04dee666","1"
"a8a7ca8a-035a-4ca8-922d-58f6ed2e1d7e","1"
"7520de8d-9ca2-4754-9722-9a88987253df","2"
"6e34a11c-8878-4767-a532-3ac94f2a724e","0"
"bcfd0eff-33ee-4db9-982f-5d5f7f20c96c","2"
"df545054-7e37-4637-b372-7e53865f0926","1"
"f5f531e4-3ce9-4aac-9557-86ac5b6e5ead","2"
"f9e54fc4-0a40-4fc5-9625-d004a819f32a","1"
"ef01f4d0-7546-47ba-9a68-5423337aa3a4","1"
"31c3ee44-dc4d-497f-b1b5-f5fe154518fd","1"
"a067a2bc-6e4c-4d03-8a16-6b4b12048d79","1"
"0cec357b-c52a-4195-98e8-5f9c3ec226f5","1"
"bdb2757f-90df-46f8-a9e5-9c0074601ec3","2"
"762bfd1b-86fb-42dd-9929-60dfa944a03b","2"
"218384e8-50b0-42b1-9be8-a7585aa129a8","1"
"57f18dc2-6854-4982-99f4-fd471ad4ef17","1"
"a19901b8-37b5-477f-8884-dc8825aa19ed","1"
"00f18591-9ffc-4f88-ae7b-2ee15a414178","2"
"adee04e0-8553-4d43-945e-f60a0db8b1d5","0"
"245d6dbf-d79b-4680-9c49-7d0ec6f37706","2"
"b4b32446-9432-408c-94b3-edef55d80e77","2"
"72554fae-86dd-4d8c-84be-8966c5528eea","0"
"afc8f229-fa0d-46f4-847d-507081c9d457","3"
"e0c3cf5b-37ff-4f63-803b-1e9f02fa6d2e","2"
"1497e156-70a8-4a16-b32c-15c29ce65c13","2"
"f781d76c-fd60-4591-82fa-7b8bdba76e23","0"
"73748512-6f11-4f2c-a874-127d87b0f8dc","1"
"bde4b18a-6070-49a1-b154-5a8d705cfe28","1"
"741c6733-173c-490c-8d01-52c9a3813c03","1"
"73d3636e-9f19-4481-b211-4ca75e4974e2","2"
"9822658e-0e1e-4217-955b-ab6ffbef13bc","2"
"320db5a3-1dba-4a79-b52b-1b1a3c419f76","1"
"c759cb6e-7d96-485c-948c-45d7b20fdb47","2"
"3bd1ba33-0669-45de-9cb2-885c851a3db6","2"
"5d99c297-412f-4655-b00c-de61350d12fc","1"
"6ba8b514-f626-4392-a210-bf8b44c1d8ab","2"
"cc311e7c-6d60-446e-9e1b-4cc2e69a903b","1"
"1362915b-612e-4bc1-abde-6783e290638e","2"
"41686a30-6efc-4f33-aed0-a550ee2e12ba","1"
"8a3faf77-7413-4eb6-b33c-1c157a2546ce","1"
"4990da0c-cedd-4981-8068-6648897bb0ea","1"
"d626ab83-a5f4-4f6a-a54b-14fc02b3327a","3"
"5653dd8c-dd19-480a-bd19-cd2f3a864989","1"
"ad569eb0-b370-43f6-bf63-3ee659ad4141","1"
"240cafc5-0c6c-43f7-820b-5f83b57d8f30","1"
"aa307c69-593b-4e3c-b736-820669585326","2"
"a19a8123-23db-4060-88c1-c04dc7455340","0"
"0cca840e-a5ba-48c9-8f54-d2a4088e9366","1"
"6380b4a4-52f6-4693-8990-4769d1e7eb02","1"
"f1917534-1806-49da-943d-ad8a5e9fa5ca","1"
"675274eb-1201-4f5d-9dba-1c80be87eecf","2"
"3b2a23a7-3705-41c4-a0e4-dc3156880406","1"
"f9ca6209-0c07-4913-8432-33095ea48deb","2"
"27102c71-6a4c-489f-afce-c10cd7b8af44","1"
"38ecc607-3391-4c34-a1b7-ab836df4249f","0"
"8ffa99e9-fa69-4c9d-bb8c-d742a895a684","0"
"6a31356b-13cd-49f3-bb58-32767d498a9c","0"
"f0da3e0a-05cb-4f03-af7d-84279b30b67f","2"
"288825c7-2b60-452a-a2c9-390eebdf6beb","2"
"216acfb2-b33c-4455-8aee-19a674ac42da","3"
"7bf51e18-4970-41b3-b94f-12aab1058020","2"
"067cebfd-2b3c-41e5-a023-fe98251153b8","2"
"bd3dc635-6ef0-41ec-a751-9b850e7cb718","2"
"e044a208-6c0e-499b-8f69-671e9b023a26","0"
"526eb335-03d5-4e77-afae-39cea7b222ca","2"
"b6c7a3d4-cbcb-4f16-8667-e7699500c2fc","2"
"921f1805-d617-49da-a093-ba9e26f69192","0"
"903c5219-0b41-48f9-87bb-18f74a0aa768","1"
"de439b3a-5a1c-4aaf-91e6-c17453de949e","0"
"1d0f2380-79b2-4ee3-b89b-788eb8685fe1","3"
"ecdfe1dc-2de0-4be3-9831-8f70f83fe4b5","1"
"3ec5c9c9-8be6-4544-bf00-f47b72347d58","1"
"0631e0ee-c60f-4464-8757-770d941c6f7b","2"
"4d84822e-7a9c-4b9c-b547-02bddd44c3ff","1"
"ee40603c-7e1d-43e4-b519-e24829af271d","1"
"f110d7c4-a598-4f78-a1f6-acb39ba8194f","1"
"bb1ec5d2-2fa7-491f-8a2d-7acf43a9ca16","1"
"7578073a-aaeb-4fba-82ad-58e177e400f7","1"
"1f3e4998-039a-4fac-abfb-dfc6a3480f1a","1"
"923b10f1-0945-4854-9309-99b094292d57","1"
"42965db4-64f4-4f8f-b24f-8566f3591184","1"
"0b463da9-17a9-4347-8dbd-e65c8066eb2e","2"
"767c5447-0823-42f3-8f0d-6c5f9a846b1d","0"
"9917e514-89e4-4a7f-a112-f370cd397d0b","0"
"2e058bd7-fb66-4814-b0d9-0e49594c88fe","1"
"72354e8f-d2b3-4f5c-ab51-dc8016252647","0"
"b98e198c-9934-4918-932e-7250eb494d34","1"
"4abcecdd-add9-49b7-8736-f859a70c5353","1"
"8a7a3964-09d1-40ce-82c1-6736911e6712","2"
"74c77e6d-5d8b-4c80-8242-d5d7f8ba44e3","1"
"444612be-2b00-43dd-ace9-aeec92491e6b","2"
"022a9cfc-ec09-45f8-af96-dabf707b4aec","1"
"8ce027fa-2694-492d-b1e2-740abe3db320","2"
"e91e5dfa-8911-47ec-b911-00040138b705","2"
"9d52995d-75d3-4044-906a-fd1fd794391a","2"
"9e29d8aa-4fbb-416e-98bd-9911cb1be9ae","1"
"82c1ed79-a6b2-460b-b7a2-27512b5719f4","3"
"0ac589d3-b839-4519-a982-f1a1f0b74cb3","1"
"5deae5eb-8b70-4497-a50c-56a8dc147175","2"
"73a0f264-21b0-47c1-aa53-96eb6530a810","2"
"2f02bc9a-5e4c-4d09-8f9b-e1cc7733fc49","1"
"880d42b0-f63b-435d-8068-58bb4637282e","1"
"5af093a0-9447-4248-af0c-a6559dc513a1","1"
"81e5dea9-248d-430f-a7bb-63d0b87621fc","2"
"a667fa8b-8f17-4485-a311-ed42ed46ed8e","1"
"544e26d1-0090-4d8b-b43f-53d442447199","1"
"099c27eb-fe4a-411f-9362-5ec379adb470","2"
"eb8fbf25-e30d-4ffb-a1de-5dc80a061682","1"
"0381e190-96ab-4dca-9ab6-aa3e996ad263","1"
"4558578c-744d-4c76-8ecd-7f4e066255c2","1"
"7a944d44-a2d5-41e3-8f74-a55b1b1cb3d8","0"
"ef1be1c5-e968-4ebe-8b6d-58fbe5ad4d87","1"
"e063a79a-ceff-4678-a7a9-c59ea02b16fd","2"
"9f86984d-9e76-47d6-8514-833b22af3d66","3"
"cae87cb8-c35a-401e-9947-db572f55bd81","2"
"e8cb7fd9-59d1-4d96-ab96-c6431012faea","1"
"c3ebcbed-d750-4214-8853-1b248346856b","2"
"017d9f7f-bfea-4a04-9498-1c814c783872","2"
"e4d1cc22-bdf6-4f9f-9ff8-acaf67b32bee","2"
"6bb37bf3-4d37-4018-8288-a34fbb9b63ef","2"
"c6ac413b-942b-482d-aada-bd1203369693","1"
"b46f38d0-c9f9-409d-bd75-d8d190286929","3"
"1b292ab0-c490-4377-8a49-646964fb20b4","1"
"8f041dbd-40c0-41ae-9e00-95427aebb5ce","2"
"a860a629-e4fe-4cb0-a15b-4885a75bea60","0"
"985efcb4-37c6-43fa-90b1-632969ed70e9","2"
"d89103f5-e7a4-44e5-be2c-4ee1b4e3ec6e","1"
"bc4f7ff8-b7c6-4d1b-91c0-4311fdf9fa87","2"
"eb7c3a19-ac3d-4e40-b5d0-2d70b5bb4906","1"
"530e84c0-b684-4187-804c-5c376d1e3e27","1"
"75f44262-ce4b-4dc1-9efa-9f28a2c6da52","1"
"f3614af3-098a-48b5-8610-ceb90f7d780a","1"
"a901dbd7-18dc-4091-b409-5bb1c0a82b8d","1"
"6c3a4372-3b4c-4312-94dd-33eb5ea3cc43","1"
"a2562a45-ad4c-4fe0-a126-19d854a2e057","1"
"8dd4a766-6046-41fa-8609-d2cd439012a0","3"
"52004b1d-a8e4-4224-afd1-6b6d0bf20339","1"
"1e188b9e-9563-424e-92b7-065be938eff6","1"
"5e292035-1e78-4942-8e78-0576251db33c","2"
"211c79ea-f842-485a-92e5-fd8ccdac0de2","2"
"d5ffa785-b96b-426f-b4cc-7c67abb2010f","1"
"5720684c-2471-4a79-b50c-9ff40497a78a","1"
"3676a7a8-b56c-4cfd-9669-ee1735ef2671","1"
"e1c0bdfd-26ea-4b03-8e78-88f56539c67d","3"
"50103da2-a598-4ee0-a299-13efe33c691a","1"
"026f1296-4b81-45d1-bcbd-6626aae0030a","1"
"c35f6b40-353e-4f04-9897-cbd38d5bbcf3","1"
"be69fa26-6201-47d4-b203-5d6f91f5d25d","1"
"af81e537-2fff-4f4f-a881-5e7d6d43f7bc","1"
"375c9ae9-d72f-459e-b46b-21e66d4c3958","1"
"f88f5cba-e0f8-469c-91ae-b6fbecaf57e6","1"
"3679f068-802b-4e44-b3b9-b3e4b061c010","1"
"36085bff-5cdc-4e32-a754-3277e9c31395","1"
"81d1e3a6-7bdd-41c4-aec1-a3bf6fd8821e","0"
"c3ed153f-b241-4208-9d3c-5718c8bbcc6b","1"
"168b55e7-0363-4a86-8ebc-f60ca7639692","2"
"8babe364-6513-4c5a-8a9b-7015159256a0","1"
"fbab5fb5-4659-49b7-bafb-4671db0b664f","2"
"435dfae7-13b0-46b7-b3b4-5a02f1ee9219","2"
"72e34c71-a192-4951-a002-611d4ace383f","1"
"60239dbb-d6c6-4e8b-b17e-cdf4b079ada6","1"
"201c1e67-e305-440e-b7b9-155965a1f0b6","2"
"2816d3ac-5525-412f-a034-4043e54a9634","1"
"cb0b45d1-0776-471f-a7d5-366d2a2e210d","2"
"69c97334-0026-4cf9-bae9-29a7053ff422","1"
"4dc83bed-a3e7-4156-a739-2a3b5858c8a1","1"
"7e25162a-7313-48b5-ba84-75fd0d61f8ff","1"
"9cead53d-576c-4f9d-b7b8-d90bca39709d","3"
"d77d1392-6cb9-4cd6-b7db-37f5d29427ab","1"
"6a2f02f1-be6f-415a-9ee2-a40683ccb5a0","2"
"706370fb-be23-4713-800d-056e8e6bcfeb","1"
"75c33700-3613-407b-8980-865689e44dbb","1"
"04f2532a-0fba-4240-b5e4-255244f64ce4","2"
"543e97bf-5ee4-44bd-8cdf-0ee7c55ac74f","0"
"e457cea8-6692-4aa5-9655-63e75721a16c","1"
"aa72a4a8-1d96-4aed-bcf9-8af1d76359fc","2"
"b44da038-3e03-4150-9f62-e5dae6de98d8","1"
"bc54908d-912b-4e83-b643-658382cf3257","2"
"96b8a45c-3d27-49bb-9e99-facf79a6442b","1"
"65ab4cbb-8883-4b77-809d-0f743ad6aed0","2"
"ad4e7704-ee8c-4108-938b-bc6ea0f64b82","1"
"8f2cc069-7242-4a89-9395-63f1687d2c4c","2"
"e196324c-7af3-4935-b38a-abc56e3fa9de","1"
"f1cacd2e-b9b3-4ca5-b6be-a2a1ec5ab45a","2"
"6483f6e8-e4af-4b4d-a22f-0cc57e558222","1"
"3be898d1-5c14-4b32-b1f8-1fa3efc3ca16","2"
"01beb1dc-1926-4e19-bc4c-6173337429b3","2"
"e952825a-e916-454c-8e0a-47416f2682ba","1"
"76f4cdc9-9b23-4839-a1f8-643b2d8e885d","1"
"0a4ad38a-1c5a-4add-8e32-c1ce1f92055c","2"
"121755ad-cf32-4ad8-a414-3ed36fbc8230","1"
"81313f35-91c1-4385-9f2b-c5d9a4420a20","1"
"d6f9ceb7-2aac-4b1b-8656-b24a293362d9","2"
"940ece1e-c81f-4a5b-9ded-42722f3ded6d","1"
"99c2ec57-8d01-4eeb-b95a-1e11ea877ed6","1"
"c7d4d534-f3a8-4417-bb25-4924f7c60946","2"
"ed6d20a7-3a5c-4245-83a9-74ee48b1124b","1"
"811b330b-9287-49c9-b2eb-6ca662c909b0","1"
"b6b39041-1967-4833-9a5a-f74a37642d7e","1"
"e11aa9d1-8857-4351-a525-3b15caf32c38","1"
"01c4de0b-0d47-441d-ac2b-7b0ca123d0b6","1"
"50f0d63b-61c6-4174-b65c-dede00fbaa38","2"
"9ac010ff-6f9f-462d-aefa-cfd87e905bb5","1"
"049a1856-607e-4ae4-b00a-8b2231faa8cd","1"
"daef6165-457f-414e-8de8-f52de7272afa","2"
"2534fffc-98de-4bf4-b776-1a7b64ea8be3","1"
"28042cb5-ac4a-49d0-8af2-f23d125371b5","2"
"e75406ad-cbfc-4d21-92a1-c7b7a33346ed","1"
"56e1aae8-5b92-40c5-9191-6293a529c20c","1"
"265d02a6-0382-4180-b52d-8b74c23a458e","1"
"a3bffe3a-76f9-4c65-b374-c44159d5d3fa","2"
"b896306e-24a6-437a-b979-b0c5076cf45b","2"
"6f90d151-a9aa-476d-b955-67c7510590fe","1"
"7e38c874-f6b9-46ff-8fbe-41ad6933ecd9","2"
"2d47d952-d6f0-4ba0-ac58-3363552f5bfa","2"
"ba2e5add-879e-4c70-a66e-e44fbc8907f1","1"
"b0c6de4b-f20b-4992-aa25-b25d8338273a","1"
"e15bea5e-563d-4433-9ce4-39959b484f0f","2"
"8ee42454-0878-4f17-b53b-ce92b78863f2","1"
"eb9c1881-db08-4e9d-85fc-2d2c7f06ccf8","1"
"993b1122-2cd0-43c0-a16d-012a2b7ee649","1"
"31168f1b-0010-4f42-a5ec-eca975ddf335","1"
"b4e9caf4-37b7-4d32-8863-c8b32637fd92","3"
"63b250b1-8092-4bb7-9548-303b8d807eed","1"
"aeb76594-e4b5-4b53-95f6-878eb7fad304","2"
"14d7b8f3-26e7-44e5-8924-101c3123b8b1","1"
"a2838ead-452f-443a-bc74-5fcb7f97bdad","1"
"9a0c7545-dd3e-4db6-9235-5f4d79e08ca7","1"
"f14b7809-9667-4f64-a24c-49e249531a01","3"
"6d528012-0741-48b1-8cf5-0a8617104406","2"
